Wikidata QID,Number of Pages,Page 1,Page 2,Page 3
Q9597493,3,Category:Former Prefectural Shrines in Wakayama Prefecture,Category:Former Prefectural Shrines of Wakayama,Category:Former prefectural shrines in wakayama
Q10220787,2,Category:Original templates,Category:Shrine Related Templates
Q10933259,2,Template:Sexagenary cycle,Template:Sexagenary cycle comprehensive
Q11371433,2,Futatsuzuka Kofun (Sendai),Futazuka Kofun (disambiguation)
Q11378828,2,Iyo Shrine,Iyo Shrine (Q11378828)
Q11380620,2,Iyozuhiko-no-Mikoto Shrine,Iyozuhiko-no-Mikoto Shrine (Q11380620)
Q11510526,2,Kusabe Shrine,Kusabe Shrine (Q11510526)
Q11535866,2,Kurihara Shrine (Takayama),Kurihara Shrine (Takayama) (Q11535866)
Q11553360,2,Kawamata Shrine,Kawamata Shrine (Q11553360)
Q11553669,2,Kawaguchi Sengen Shrine,Kawaguchi Sengen Shrine (Q11553669)
Q11554710,2,Izumi Inoue Shrine,Izumi Inoue Shrine (Q11554710)
Q11569554,2,Katano Shrine,Katano Shrine (Q11569554)
Q11581011,2,Kōtai Jingū,Kōtai Jingū (Q11581011)
Q11586779,2,Iwatsuta Shrine,Iwatsuta Shrine (Q11586779)
Q11588063,2,Isobe-no-Ogōn-den,Isobe-no-Omita
Q11588802,2,Kanbara Shrine,Kanbara Shrine (Q11588802)
Q11613437,2,Kō Shrine,Kō Shrine (Q11613437)
Q11634813,2,Kifune Shrine (Hida City),Kifune Shrine (Hida City) (Q11634813)
Q11642725,2,Namesa Shrine,Namesa Shrine (Q11642725)
Q11647310,2,Kanazakura Shrine,Kanazakura Shrine (Q11647310)
Q11660082,2,Kumomi Sengen Shrine,Kumomi Sengen Shrine (Q11660082)
Q123118312,2,Ishii Shrine (Izumozaki),Ishii Shrine (Izumozaki) (Q123118312)
Q125475295,2,Template:Atago Faith,Template:Mizuhanome Faith
Q133871968,2,Heguri Shrine (Kuwana),Heguri Shrine (Kuwana) (Q133871968)
Q134888243,2,Kushitamahime Shrine,Kushitamahime Shrine (Q134888243)
Q134928574,2,Kuwado Shrine,Kuwado Shrine (Q134928574)
Q134928742,2,Nijūgohashira Shrine,Nijūgohashira Shrine (Q134928742)
Q135038802,2,Kuhiwokano Shrine,Kuhiwokano Shrine (Q135038802)
Q135038993,2,Ekurino Shrine,Ekurino Shrine (Q135038993)
Q135039190,2,Kamusakino Shrine,Kamusakino Shrine (Q135039190)
Q135039225,2,Kineno Shrine,Kineno Shrine (Q135039225)
Q135098878,2,Kamono Shrine,Kamono Shrine (Q135098878)
Q1619446,2,Hinomisaki Shrine,Hinomisaki Shrine (Q1619446)
Q17209232,2,Kawarabuchi Shrine,Kawarabuchi Shrine (Q17209232)
Q17213398,2,Kiyonoiba Shrine,Kiyonoiba Shrine (Q17213398)
Q17214144,2,Kugutsuhime Shrine,Kugutsuhime Shrine (Q17214144)
Q17214737,2,Kunitsu Mioya Shrine & Ashidate Shrine,Kunitsu Mioya Shrine & Ashidate Shrine (Q17214737)
Q17220826,2,Ninomiya Akagi Shrine,Ninomiya Akagi Shrine (Q17220826)
Q17222702,2,Otsuchi Mioya Shrine,Otsuchi Mioya Shrine (Q17222702)
Q17224057,2,Hikino Shrine,Hikino Shrine (Q17224057)
Q17225745,2,Kano Shrine,Kano Shrine (Q17225745)
Q17225978,2,Obata Shrine,Obata Shrine (Q17225978)
Q17226771,2,Kamo Shrine (Ise),Kamo Shrine (Ise) (Q17226771)
Q17227047,2,Narahara Shrine,Narahara Shrine (Q17227047)
Q17228121,2,Katada Shrine,Katada Shrine (Q17228121)
Q17228197,2,Kawara Shrine (Geku),Kawara Shrine (Geku) (Q17228197)
Q17228323,2,Kusanagi Shrine (Ise),Kusanagi Shrine (Ise) (Q17228323)
Q17228423,2,Kōzaki Shrine & Komori Shrine & Arasaki Shrine,Kōzaki Shrine & Komori Shrine & Arasaki Shrine (Q17228423)
Q17229533,2,Kuchira Shrine,Kuchira Shrine (Q17229533)
Q18739987,2,Category:Shikinaisha in Omi Province,Category:Shikinaisha in Ōmi Province
Q18740386,2,Category:Shikinaisha in Totomi Province,Category:Shikinaisha in Tōtōmi Province
Q22972005,2,Category:Daijinke,Category:Seiga families
Q3047222,2,Eda Shrine,Eda Shrine (Q3047222)
Q3194327,2,Kawara Shrine (Naiku),Kawara Shrine (Naiku) (Q3194327)
Q3197197,2,Kinpu Shrine,Kinpu Shrine (Q3197197)
Q43594918,2,Kataoka Shrine,Kataoka Shrine (Q43594918)
Q43594929,2,Katayama Shrine (Kameyama),Katayama Shrine (Kameyama) (Q43594929)
Q48762570,2,Karakuni Shrine,Karakuni Shrine (Q48762570)
Q6545249,2,Category:11th-century deaths,Category:11世紀没
Q8737383,2,Category:Former Prefectural Shrines in Nagano Prefecture,Category:Shinto shrines in Nagano Prefecture
Q9088775,2,Category:Priest Titles (Ancient Egypt),Category:Priestertitel (Altes Ägypten)
Q9093551,2,Category:Hot Spring Types,Category:Onsens
Q9129357,2,Category:Constellations in Ancient Egyptian Astronomy,Category:Sternbild in der altägyptischen Astronomie
Q9543387,2,Category:Shikinaisha in Kōzuke Province,Category:Shikinaisha in Ueno Province
Q9543692,2,Category:Shikinaisha in Shimousa Province,Category:Shikinaisha in Shimōsa Province
Q9551134,2,Category:Shikinaisha in Tamba Province,Category:Shikinaisha in Tanba Province
Q9584200,2,Category:Cultural Properties designated by municipal government in Japan,Category:Ward and municipal designated cultural properties
Q9594645,2,Category:Shrine disambiguations,Category:Shrines with the same name
Q9672102,2,Category:Historical documents of Japan,Category:Old letters (ancient documents) of Japan
Q10000687,1,Category:Municipalities of Tokushima Prefecture
Q10001206,1,"Category:History of Yamagata, Gifu"
Q10006838,1,Category:Martyrs' shrines
Q10009187,1,Category:Love and lust gods
Q10009329,1,Category:Trees in religion
Q10010935,1,Category:Culture in Kumamoto Prefecture
Q10011065,1,Category:Important Cultural Property of Japan in Kumamoto prefecture
Q100144401,1,Category:Article maintenance
Q100147987,1,Category:18th-century Japanese historians
Q100157181,1,Category:History by topic and continent
Q10016141,1,Category:Emakimono
Q10016469,1,Category:Buildings and structures in Gunma Prefecture
Q10016574,1,Category:Culture in Gunma Prefecture
Q10016688,1,Category:Important Cultural Property of Japan in Gunma prefecture
Q10023868,1,Category:Wikipedia namespaces
Q10025218,1,Category:Municipalities of Ehime Prefecture
Q10027076,1,Category:Municipalities of Aichi Prefecture
Q100271127,1,Category:Japan sidebar templates
Q100273783,1,Category:Demographics of Asia by country
Q10028805,1,Category:Mechanical working
Q10029114,1,Category:Kinai
Q10031032,1,Category:Oracular deities
Q10033102,1,"Category:Gion, Kyoto"
Q10038831,1,Category:Prewar Shōwa Period
Q10041391,1,Category:Kii Peninsula
Q10041434,1,Category:Sacred sites and pilgrimage routes in the Kii mountain range
Q10042025,1,Category:Kiden tai
Q10042967,1,Category:Transport in Kansai region
Q10043043,1,Category:Roads of Kinki Region
Q10043067,1,Category:Broadcasting in Kinki Region
Q10043093,1,Category:Sports in Kinki Region
Q10043102,1,Category:History of the Kansai region
Q10043203,1,Category:Food culture of the Kinki region
Q10043217,1,Category:Geography of the Kansai region
Q10044504,1,"Category:Kitsuki, Ōita"
Q10045138,1,Category:Shokasonjuku
Q100453594,1,Takakuni no Hikono Mikoto
Q10045885,1,"Category:Matsumae, Hokkaido"
Q10045984,1,"Category:Masaki, Ehime"
Q100464312,1,Naka Shrine (Matsuzaki)
Q10046913,1,Category:Geography of Matsuyama
Q10046960,1,Category:Buildings and structures in Matsuyama
Q10046976,1,"Category:Culture of Matsuyama, Ehime"
Q10047183,1,Category:Shinto shrines in Matsuyama
Q10047574,1,"Category:Matsushima, Miyagi"
Q10047731,1,"Category:Matsuzaki, Shizuoka"
Q10048022,1,Category:Culture in Nagano Prefecture
Q10048068,1,Category:Important Cultural Properties of Nagano Prefecture
Q10048135,1,Category:Buildings and structures in Nagasaki
Q10048224,1,Category:Buildings and structures in Nagasaki Prefecture
Q10048580,1,Category:Islands of Nagasaki Prefecture
Q10048617,1,Category:Important Cultural Property of Japan in Nagasaki prefecture
Q10048780,1,"Category:Nagatachō, Tokyo"
Q10048829,1,Category:People of Nagato Province
Q10048968,1,Category:Buildings in Matsumoto
Q10049012,1,Category:History of Matsumoto
Q10050162,1,Category:Buildings and structures in Matsue
Q10050289,1,Category:History of Matsue
Q10051850,1,"Category:Matsusaka, Mie"
Q10052105,1,"Category:Itakura, Gunma"
Q10052144,1,Category:Itagaki Clan
Q10052415,1,"Category:History of Itabashi, Tokyo"
Q10052593,1,"Category:Itano, Tokushima"
Q10053190,1,Category:Owari Hayashi Clan
Q10054361,1,Category:Conglomerate companies of Japan
Q100544140,1,Shibukawa Shrine (Q100544140)
Q10054966,1,Category:Postgraduate schools by country
Q100551246,1,Taku Shrine
Q10055331,1,Category:Articles needing additional references from December 2009
Q100561857,1,Category:Pages using infobox settlement with no coordinates
Q10056202,1,Category:Municipal History of Kashiwa
Q10057533,1,Category:Yanagiwara family
Q10058404,1,"Category:History of Tochigi, Tochigi"
Q10058488,1,Category:National historic sites in Tochigi prefecture
Q10058945,1,Category:Buddhist relics
Q10059462,1,Category:Kofun of Tochigi prefecture
Q10059892,1,Category:Yokai of Tochigi Prefecture
Q10060231,1,Category:Municipal History of Tochigi Prefecture
Q10060523,1,Category:Culture in Tochigi Prefecture
Q10060545,1,Category:Son-sha in Tochigi Prefecture
Q10060573,1,Category:Former Prefectural Shrines in Tochigi Prefecture
Q10060590,1,Category:Former Gō-sha in Tochigi Prefecture
Q10060632,1,Category:Folktales of Tochigi Prefecture
Q10061486,1,Category:Natural scenic spots of Tochigi Prefecture
Q10061998,1,Category:Important Cultural Property of Japan in Tochigi prefecture
Q10062830,1,"Category:Sakae, Nagoya"
Q10062839,1,Category:Honours and Awards
Q10062847,1,"Category:Sakae-ku, Yokohama"
Q10062982,1,"Category:Sakae, Chiba"
Q10065659,1,Category:Nezu Clan
Q10065788,1,Category:Kyaku and Shiki
Q10065946,1,Category:People in agriculture
Q10066130,1,Category:Katsura Clan
Q10067033,1,"Category:Namba, Osaka"
Q10067856,1,Category:Municipal History of Kiryū
Q10068378,1,Category:Newar
Q10068601,1,"Category:History of Kuwana, Mie"
Q10068992,1,Category:Cherry blossom avenues
Q10069211,1,"Category:Sakurai, Nara"
Q10069296,1,"Category:History of Sakurai, Nara"
Q10069624,1,"Category:Sakuragawa, Ibaraki"
Q100701569,1,Category:Religion and music
Q10070356,1,Category:Prunus mume
Q10071227,1,Category:Kajiwara Clan
Q10072802,1,"Category:Mori, Hokkaido"
Q10072896,1,"Category:Mori, Shizuoka"
Q10074199,1,Category:Plant Natural Monuments
Q10077096,1,Category:Kusunoki clan
Q10077727,1,Category:People by Achievement
Q10077839,1,Category:Japanese People by Achievement
Q10077868,1,Category:Bridges by Honors
Q10081841,1,Category:Buildings and structures in Yokohama
Q10081990,1,Category:History of Yokohama
Q10082014,1,Category:Shinto shrines in Yokohama
Q10082387,1,Category:Academic staff of Yokohama City University
Q10083427,1,Category:Members of the Yokozuna Deliberation Council
Q10083439,1,Category:Yokoshibahikari
Q10083818,1,Category:Geography of Yokosuka City
